25769803777,68719476743,CFG
25769803782,128849018884,CFG
25769803793,68719476818,CFG
25769803794,30064771162,CFG
25769803795,184683593728,CFG
25769803797,68719476856,CFG
25769803798,30064771182,CFG
25769803799,30064771185,CFG
25769803800,30064771193,CFG
25769803804,30064771230,CFG
30064771072,68719476737,CFG
30064771073,30064771074,CFG
30064771074,68719476739,CFG
30064771075,30064771076,CFG
30064771076,68719476741,CFG
30064771077,30064771078,CFG
30064771078,25769803777,CFG
30064771079,30064771080,CFG
30064771080,68719476745,CFG
30064771081,30064771082,CFG
30064771082,68719476747,CFG
30064771083,30064771084,CFG
30064771084,68719476751,CFG
30064771085,30064771086,CFG
30064771086,124554051584,CFG
30064771087,68719476753,CFG
30064771088,68719476756,CFG
30064771089,68719476755,CFG
30064771090,68719476758,CFG
30064771091,68719476757,CFG
30064771092,68719476759,CFG
30064771093,90194313229,CFG
30064771094,128849018882,CFG
30064771095,68719476760,CFG
30064771096,68719476762,CFG
30064771097,68719476763,CFG
30064771098,30064771099,CFG
30064771099,30064771101,CFG
30064771100,68719476765,CFG
30064771101,30064771103,CFG
30064771102,68719476764,CFG
30064771103,68719476767,CFG
30064771104,68719476768,CFG
30064771105,90194313230,CFG
30064771106,68719476771,CFG
30064771106,128849018884,CFG
30064771107,30064771108,CFG
30064771108,68719476772,CFG
30064771109,68719476773,CFG
30064771110,25769803782,CFG
30064771111,68719476774,CFG
30064771112,90194313231,CFG
30064771113,90194313232,CFG
30064771114,68719476786,CFG
30064771115,30064771116,CFG
30064771116,68719476779,CFG
30064771117,68719476780,CFG
30064771118,30064771123,CFG
30064771119,30064771120,CFG
30064771120,68719476784,CFG
30064771121,68719476785,CFG
30064771122,30064771123,CFG
30064771123,30064771124,CFG
30064771124,68719476792,CFG
30064771125,68719476790,CFG
30064771126,30064771127,CFG
30064771127,30064771128,CFG
30064771128,68719476793,CFG
30064771129,68719476794,CFG
30064771130,68719476795,CFG
30064771131,128849018881,CFG
30064771132,180388626434,CFG
30064771133,146028888066,CFG
30064771134,30064771135,CFG
30064771135,68719476804,CFG
30064771136,68719476805,CFG
30064771137,68719476806,CFG
30064771138,146028888068,CFG
30064771139,146028888069,CFG
30064771140,146028888070,CFG
30064771141,146028888071,CFG
30064771142,68719476817,CFG
30064771143,25769803793,CFG
30064771144,30064771145,CFG
30064771145,68719476822,CFG
30064771146,68719476821,CFG
30064771147,30064771148,CFG
30064771148,68719476826,CFG
30064771149,30064771151,CFG
30064771150,68719476825,CFG
30064771151,30064771152,CFG
30064771152,68719476827,CFG
30064771153,90194313258,CFG
30064771154,68719476828,CFG
30064771155,68719476829,CFG
30064771156,30064771157,CFG
30064771157,68719476844,CFG
30064771158,30064771159,CFG
30064771159,68719476833,CFG
30064771160,68719476834,CFG
30064771161,25769803794,CFG
30064771162,68719476839,CFG
30064771163,30064771164,CFG
30064771164,68719476840,CFG
30064771165,68719476841,CFG
30064771166,25769803795,CFG
30064771167,68719476843,CFG
30064771168,30064771169,CFG
30064771169,184683593728,CFG
30064771170,68719476846,CFG
30064771171,30064771172,CFG
30064771172,68719476835,CFG
30064771173,30064771174,CFG
30064771174,30064771175,CFG
30064771175,68719476850,CFG
30064771176,68719476851,CFG
30064771177,25769803798,CFG
30064771178,30064771179,CFG
30064771179,30064771180,CFG
30064771180,68719476854,CFG
30064771181,68719476855,CFG
30064771182,25769803799,CFG
30064771183,30064771184,CFG
30064771184,68719476853,CFG
30064771185,68719476857,CFG
30064771186,68719476858,CFG
30064771187,68719476859,CFG
30064771188,68719476867,CFG
30064771189,30064771190,CFG
30064771190,68719476865,CFG
30064771191,68719476866,CFG
30064771192,25769803800,CFG
30064771193,68719476868,CFG
30064771194,146028888072,CFG
30064771195,68719476871,CFG
30064771196,124554051589,CFG
30064771197,30064771198,CFG
30064771198,68719476872,CFG
30064771199,90194313280,CFG
30064771200,30064771201,CFG
30064771201,68719476878,CFG
30064771202,30064771203,CFG
30064771203,68719476879,CFG
30064771204,68719476880,CFG
30064771205,68719476883,CFG
30064771206,68719476882,CFG
30064771207,30064771208,CFG
30064771208,68719476886,CFG
30064771209,146028888073,CFG
30064771210,30064771212,CFG
30064771211,68719476888,CFG
30064771212,124554051590,CFG
30064771213,30064771214,CFG
30064771214,68719476889,CFG
30064771215,68719476891,CFG
30064771216,68719476892,CFG
30064771217,68719476893,CFG
30064771218,68719476895,CFG
30064771219,68719476896,CFG
30064771220,68719476897,CFG
30064771221,68719476899,CFG
30064771222,68719476900,CFG
30064771223,68719476901,CFG
30064771224,30064771225,CFG
30064771225,68719476907,CFG
30064771226,30064771227,CFG
30064771227,68719476904,CFG
30064771228,68719476905,CFG
30064771229,68719476906,CFG
30064771230,68719476912,CFG
