68719476899,IDENTIFIER,1,,neo4j_conn,1,main.py:<module>.Neo4jConnection.connect;Neo4jConnection.<returnValue>.connect,129,neo4j_conn,1,,ANY
68719476900,IDENTIFIER,0,,neo4j_conn,1,main.py:<module>.Neo4jConnection.connect;Neo4jConnection.<returnValue>.connect,129,neo4j_conn,1,,ANY
68719476901,IDENTIFIER,1,,get_recommendations,1,,132,get_recommendations,1,,ANY
68719476902,IDENTIFIER,1,,query,5,,133,query,1,,main.py:<module>.Neo4jConnection.query
68719476903,IDENTIFIER,1,,tmp9,18,,151,tmp9,1,,__builtin.dict
68719476904,IDENTIFIER,1,,tmp9,18,,151,tmp9,1,,__builtin.dict
68719476905,IDENTIFIER,2,,college_name,35,,151,college_name,2,,ANY
68719476906,IDENTIFIER,-1,,tmp9,18,,151,tmp9,3,,__builtin.dict
68719476907,IDENTIFIER,1,,parameters,5,,151,parameters,1,,__builtin.dict
68719476908,IDENTIFIER,1,,query,31,,152,query,2,,main.py:<module>.Neo4jConnection.query
68719476909,IDENTIFIER,2,,parameters,38,,152,parameters,3,,__builtin.dict
68719476910,IDENTIFIER,1,,connection,14,,152,connection,1,,ANY
68719476911,IDENTIFIER,0,,connection,14,,152,connection,1,,ANY
68719476912,IDENTIFIER,1,,result,5,,152,result,1,,__builtin.list<meta>.<returnValue>
68719476913,IDENTIFIER,1,,result,25,,153,result,2,,__builtin.list<meta>.<returnValue>
68719476914,IDENTIFIER,1,,pd,12,,153,pd,1,,pandas.py:<module>
68719476915,IDENTIFIER,0,,pd,12,,153,pd,1,,pandas.py:<module>
68719476916,IDENTIFIER,1,,__name__,4,,156,__name__,1,,ANY
68719476917,IDENTIFIER,1,,app,5,,157,app,1,,flask.py:<module>.Flask
68719476918,IDENTIFIER,0,,app,5,,157,app,1,,flask.py:<module>.Flask
